titre,date,editeur,fichier 
"Practical and dainty recipes; luncheons and dinner giving in Woodward, Oklahoma. A useful and valuable book of recipes, all of which are tested and tried ..",1907,"[Woodward, Okl., Press of the W. A. Pyne printing co.]",1907_Practicalanddaintyre.txt
The Boston Cooking School Magazine of Culinary Science and Domestic Economics,1907,Boston Cooking-School Magazine,1907_TheBostonCookingScho.txt
Just for two; a collection of recipes designed for two persons,1907,Minneapolis The H.W. Wilson company,1907_Justfortwoacollectio.txt
Joe Tilden's recipes for epicures,1907,San Francisco : A.M. Robertson,1907_JoeTildensrecipesfor.txt
"Infant mortality, a social problem",1907,"New York, Dutton",1907_Infantmortalityasoci.txt
Our favorite recipes,1907,"Los Angeles, Ca. : Women's Work Society of the First Congregational Church",1907_Ourfavoriterecipes.txt
"The modern baker, confectioner and caterer; a practical and scientific work for the baking and allied trades. Edited by John Kirkland. With contributions from leading specialists and trade experts",1907,London Gresham Pub. Co,1907_Themodernbakerconfec.txt
Breakfasts and teas ; novel suggestions for social occasions,1907,"Chicago, Brewer, Barse & Co",1907_Breakfastsandteasnov.txt
The Rural cook book; some old recipes and many new ones--being the collected wisdom of a legion of home cooks,1907,"New York, The Rural New-Yorker",1907_TheRuralcookbooksome.txt
The Lutheran cook-book;,1907,[Newark? Ohio],1907_TheLutherancookbook.txt
Eureka cook book : a collection of tried recipes for cooking,1907,"Eureka (Calif.) : Humboldt Times, printers, publishers and binders",1907_Eurekacookbookacolle.txt
Studies of the effect of different methods of cooking upon the thoroughness and ease of digestion of meat at the University of Illinois,1907,"Washington, Govt. print. off.",1907_Studiesoftheeffectof.txt
Many ways for cooking eggs,1907,"Philadelphia, Arnold and company",1907_Manywaysforcookingeg.txt
Principles of cookery,1907,Chicago American school of home economics,1907_Principlesofcookery.txt
Food and dietetics,1907,"Chicago, American school of home economics",1907_Foodanddietetics.txt
Toledo Public Schools course in domestic science,1907,"Toledo, Ohio : Board of Education",1907_ToledoPublicSchoolsc.txt
Principles of cookery,1907,"Chicago, American school of home economics",1907_Principlesofcookery.txt
Meat substitutes,1907,"New York, New York magazine of mysteries",1907_Meatsubstitutes.txt
"The modern baker, confectioner and caterer; a practical and scientific work for the baking and allied trades. Edited by John Kirkland. With contributions from leading specialists and trade experts",1907,London Gresham Pub. Co,1907_Themodernbakerconfec.txt
"Lowney's cook book, illustrated in colors; a new guide for the housekeeper, especially intended as a full record of delicious dishes sufficient for any well-to-do family, clear enough for the beginner, and complete enough for ambitious providers",1907,"Boston, The W. M. Lowney co.",1907_Lowneyscookbookillus.txt
Kirmess cook book; a collection of well-tested recipes from the best housekeepers of Jersey City and elsewhere,1907,[Jersey City?,1907_Kirmesscookbookacoll.txt
Joe Tilden's recipes for epicures,1907,San Francisco : A. M. Robertson,1907_JoeTildensrecipesfor.txt
Farm and home cook book and housekeeper's assistant,1907,"Springfield, Mass. : Phelps Pub. Co.",1907_Farmandhomecookbooka.txt
Recherché entrées : a collection of the latest and most popular dishes,1907,London : Food and Cookery Pub. Agency,1907_Rechercheentreesacol.txt
Chemistry of the household,1907,"Chicago, American school of Home Economics",1907_Chemistryofthehouseh.txt
"The role of the mageiroi in the life of the ancient Greeks, as depicted in Greek literature and inscriptions",1907,Chicago University Press,1907_Theroleofthemageiroi.txt
Paul Richard's pastry book,1907,"Chicago, The Hotel monthly",1907_PaulRichardspastrybo.txt
The chemistry of cooking and cleaning; a manual for house keepers,1907,Boston : Whitcomb and Barrows,1907_Thechemistryofcookin.txt
"Paul Richards' book of breads, cakes, pastries, ices and sweetmeats, especially adapted for hotel and catering trades",1907,"Chicago, The Hotel monthly",1907_PaulRichardsbookofbr.txt
The cook's guide;,1907,[Stockton],1907_Thecooksguide.txt
Fruit recipes; a manual of the food value of fruits and nine hundred different ways of using them,1907,"New York, Doubleday, Page & Company",1907_Fruitrecipesamanualo.txt
The Baptist cook book,1907,"Columbus, Ga., Gilbert printing co.",1907_TheBaptistcookbook.txt
"Lowney's cook book, illustrated in colors; a new guide for the housekeeper, especially intended as a full record of delicious dishes sufficient for any well-to-do family, clear enough for the beginner, and complete enough for ambitious providers",1907,"Boston, The W. M. Lowney co.",1907_Lowneyscookbookillus.txt
My best 250 recipes,1907,"Philadelphia, Arnold and Co",1907_Mybest250recipes.txt
"Cocoa and chocolate, a short history of their production and use",1907,"Dorchester, Mass., Walter Baker & co., limited",1907_Cocoaandchocolateash.txt
The corn cook book;,1907,"Chicago, The Rogerson press",1907_Thecorncookbook.txt
One hundred &amp; one layer cakes,1907,"San Francisco, Calif. : Paul Elder and Company",1907_Onehundredamponelaye.txt
A precise method of roasting beef by Elizabeth C. Sprague and H. S. Grindley,1907,"Urbana, University Press",1907_Aprecisemethodofroas.txt
Fruit recipes; a manual of the food value of fruits and nine hundred different ways of using them,1907,"New York, Doubleday, Page & Co.",1907_Fruitrecipesamanualo.txt
One hundred & one ways of serving oysters,[c1907],San Francisco ; New York : P. Elder and Co.,c1907_Onehundredonewaysofs.txt
Sunday night suppers,1907,"Boston, D. Estes & company",1907_Sundaynightsuppers.txt
Suppers; novel suggestions for social occasions,1907,"Chicago, Brewer, Barse & Co",1907_Suppersnovelsuggesti.txt
Twentieth century cook book : a feast of good things : a careful compilation of tried and approved recipes,1907,"Plano, Ill. : [s.n.]",1907_Twentiethcenturycook.txt
Food and hygiene : an elementary treatise upon dietetics and hygienic treatment,1907,"London, Rebman",1907_Foodandhygieneanelem.txt
"Selection and preparation of food : laboratory guide, Department of Household Science, the University of Illinois",1907,Boston : Whitcomb & Barrows,1907_Selectionandpreparat.txt
Studies in laboratory work,1907,"Philadelphia, Blakiston",1907_Studiesinlaboratoryw.txt
The Rural cook book; some old recipes and many new ones--being the collected wisdom of a legion of home cooks,1907,"New York, The Rural New-Yorker",1907_TheRuralcookbooksome.txt
The Rural cook book; some old recipes and many new ones--being the collected wisdom of a legion of home cooks,1907,"New York, The Rural New-Yorker",1907_TheRuralcookbooksome.txt
"Paul Richards' book of breads, cakes, pastries, ices and sweetmeats, especially adapted for hotel and catering trades",1907,"Chicago, The Hotel monthly",1907_PaulRichardsbookofbr.txt
The chemistry of cooking and cleaning; a manual for house keepers,1907,"Boston, Whitcomb and Barrows",1907_Thechemistryofcookin.txt
High living; recipes from southern climes,1907,"San Francisco, New York, P. Elder and Company",1907_Highlivingrecipesfro.txt
The hostess of to-day,1907,New York : C. Scribner's,1907_Thehostessoftoday.txt
Best recipes for baking,1907,"St. Louis, Mo., Hunter book company",1907_Bestrecipesforbaking.txt
"Colonial recipes, from old Virginia and Maryland manors, with numerous legends and traditions interwoven",1907,"New York, Washington, The Neale publishing company",1907_Colonialrecipesfromo.txt
Individual recipes in use at Drexel Institute,1907,"Philadelphia, John C. Winston Co.",1907_Individualrecipesinu.txt
Joe Tilden's recipes for epicures,1907,San Francisco : A.M. Robertson,1907_JoeTildensrecipesfor.txt
The Rural cook book; some old recipes and many new ones--being the collected wisdom of a legion of home cooks,1907,New York : The Rural New-Yorker,1907_TheRuralcookbooksome.txt
Practical observations upon the chemistry of food and dietetics,1907,"Philadelphia, Boericke & Tafel",1907_Practicalobservation.txt
Farm and home cook book and housekeeper's assistant,1907,"Springfield, Mass. : Phelps Pub. Co.",1907_Farmandhomecookbooka.txt
The chemistry of cooking and cleaning; a manual for house keepers,1907,"Boston, Whitcomb and Barrows",1907_Thechemistryofcookin.txt
Sunday night suppers,1907,Boston : Dana Estes & Co.,1907_Sundaynightsuppers.txt
"The Food and Drugs Act, June 30, 1906: A Study with Text of the Act ...",1907,J. Byrne & company,1907_TheFoodandDrugsActJu.txt
Daniel Webster cook book,1907,"New Ulm, Minn., Eagle roller mill company",1907_DanielWebstercookboo.txt
Joe Tilden's recipes for epicures,1907,San Francisco : A.M. Robertson,1907_JoeTildensrecipesfor.txt
Blood examination and its value in tropical disease;,1907,"London, Kimpton",1907_Bloodexaminationandi.txt
"The modern baker, confectioner and caterer; a practical and scientific work for the baking and allied trades. Edited by John Kirkland. With contributions from leading specialists and trade experts",1907,London Gresham Pub. Co,1907_Themodernbakerconfec.txt
"The modern baker, confectioner and caterer; a practical and scientific work for the baking and allied trades. Edited by John Kirkland. With contributions from leading specialists and trade experts",1907,London Gresham Pub. Co,1907_Themodernbakerconfec.txt
A guide to modern cookery,1907,London : W. Heinemann,1907_Aguidetomoderncooker.txt
Food: a factor in the home. Cereals and how to cook them,1907,"Lincoln, Neb., The University press",1907_Foodafactorinthehome.txt
Chemistry of the household,1907,"Chicago, American school of Home Economics",1907_Chemistryofthehouseh.txt
"Essentials of milk hygiene, a practical treatise on dairy and milk inspection and on the hygiene production and hndling of milk, for students of dairying and sanitarians;",[1907],"Philadelphia, Lippincott",1907_Essentialsofmilkhygi.txt
"Daily bread : tested recipes of the ladies of Fergus County, Montana",1907,"Lewiston, Mont. : The Church",1907_Dailybreadtestedreci.txt
Chemistry of the household,1907,"Chicago, American school of Home Economics",1907_Chemistryofthehouseh.txt
"Mrs. Beeton's household management : a guide to cookery in all branches : daily duties, menu making, mistress & servant, home doctor, hostess & guest, sick nursing, marketing, the nursery, trussing & carving, home lawyer",1907,"London : Ward, Lock",1907_MrsBeetonshouseholdm.txt
Breakfasts and teas ; novel suggestions for social occasions,[c1907],"Chicago, Brewer, Barse & Co",c1907_Breakfastsandteasnov.txt
Superior fireless cookery,1908,"[Chicago, Ill., The Frances A. Seely co.]",1908_Superiorfirelesscook.txt
"Recipes for the preserving of fruit, vegetables, and meat",1908,"London : Scott, Greenwood ; New York : Van Nostrand",1908_Recipesforthepreserv.txt
"Daily living; a manual designed to simplify the work of the housekeeper; being a practical cook book adapted to families of moderate and small means, introducing food principles, marketing, cooking and serving ... furnishing menus and recipes for 365 consecutive days",1908,"Boston, H.P. Hood & Sons",1908_Dailylivingamanualde.txt
How to cook fish,1908,"New York, London, G.P. Putnam's Sons",1908_Howtocookfish.txt
"The Saint Louis cook book; a practical cook book, with health suggestions, toilet, household recipes, invalid cookery, etc.",1908,"[St. Louis, Press of Buschart brothers printing co.]",1908_TheSaintLouiscookboo.txt
The housekeeper's week,1908,"Indianapolis, The Bobbs-Merrill company",1908_Thehousekeepersweek.txt
Dainty dining,1908,"Lewiston, Me., The Reed press",1908_Daintydining.txt
Miss Parloa's new cook book and marketing guide,[c1908],"Boston, D. Estes and company",c1908_MissParloasnewcookbo.txt
"A friend in the kitchen; or, What to cook and how to cook it;",1908,"Washington, D.C., Review and Herald Pub. Association",1908_Afriendinthekitcheno.txt
"Recipes for the preserving of fruit, vegetables, and meat",1908,"London : Scott, Greenwood ; New York : Van Nostrand",1908_Recipesforthepreserv.txt
365 foreign dishes; a foreign dish for every day in the year,1908,"Philadelphia, G.W. Jacobs & co",1908_365foreigndishesafor.txt
San Anselmo cook-book,1908,San Anselmo,1908_SanAnselmocookbook.txt
One thousand favorite recipes,1908,Seattle,1908_Onethousandfavoriter.txt
Principles and methods of physical education and hygiene,1908,"London, Clive",1908_Principlesandmethods.txt
"Receipts and remedies; useful hints for everyone on health, beauty, clothing, food. The housewife's complete handbook",1908,"Philadelphia, The Penn Publishing Company",1908_Receiptsandremediesu.txt
The century cook book,1908,New York : Century Co.,1908_Thecenturycookbook.txt
Explanations of all terms used in coockery-Cellaring,1908,[New York?],1908_Explanationsofallter.txt
Famous old receipts used a hundred years and more in the kitchens of the North and the South,1908,Philadelphia : J. Winston,1908_Famousoldreceiptsuse.txt
"The menu book; 4th ed. of Practical gastronomy, a menu compiler and register of dishes ..",1908,"London, The Food and cookery publishing agency",1908_Themenubook4thedofPr.txt
